,0
stl_area_mm2,0.6670264841615926
stl_compactness,0.6137621488883902
stl_mean_radius_mm,0.5982352498652139
stl_asymmetry,0.4450752431215306
breast_radius_mm,0.43366971854326947
gt_r_mm,0.3536240126020149
stl_irregularity,0.16370711543254535
stl_perimeter_mm,0.1515126369451414
fib_fraction,0.1294349778530277
fat_fraction,0.12943497785301594
stl_std_radius_mm,0.06750999384505318
