scan_idx,phant_id,birads,beamformer,use_bent_ray,use_cf,delay_model,breast_radius_mm,grid_radius_mm,tvsvd_removed,peak_x_mm,peak_y_mm,gt_x_mm,gt_y_mm,gt_r_mm,blob_area_px,blob_compactness,cf_at_peak,runtime_sec,localization_error_mm,iou,dice,scr_db,smr_db,cnr
475,A3F11,2.0,das,False,True,geometry_informed,56.9,85.35,1,15.907173456170351,44.50645269828712,22.5,22.5,10.0,345,0.5598395999423961,0.18037210523427438,0.6798123999997188,22.97279526307091,0.0805921052631579,0.1491628614916286,5.011693387703735,4.9031190932627045,0.6526145278416084
71,A13F4,3.0,das,False,True,geometry_informed,43.8,65.69999999999999,1,-18.876973800720315,20.163668278479253,-7.5,-37.5,15.0,331,0.575705006692441,0.21288754510922414,0.6271268999989843,58.775285385889624,0.0,0.0,6.011324218628092,5.774780080224433,1.5879276402931908
149,A12F1,1.0,das,False,True,geometry_informed,39.0,58.5,1,11.216685421364284,-18.661820290131235,-10.0,-7.5,15.0,377,0.4553557979251642,0.2466793997800677,0.6516264000001684,23.973609917121724,0.09693877551020408,0.17674418604651163,6.9254161242367225,6.486635500763347,2.242963574706045
377,A3F5,4.0,das,False,True,geometry_informed,56.9,85.35,1,-72.28141134568274,40.10147780072681,-22.5,-37.5,10.0,1028,0.18257432573295876,0.07668652637564374,0.6939975000004779,92.19641138582763,0.0,0.0,9.064747638803613,8.111608042851477,2.4523072167171946
382,A3F5,4.0,das,False,True,geometry_informed,56.9,85.35,1,-77.4434608978814,-49.43234401195249,22.5,-52.5,5.0,804,0.19435522418330206,0.05388810246312789,0.8575359999995271,99.99052899903747,0.0,0.0,12.302706077232328,10.735276765628644,6.771851203390898
288,A15F14,3.0,das,False,True,geometry_informed,56.2,84.30000000000001,1,-37.28601606771236,77.87334020070826,-7.5,37.5,5.0,473,0.2641730355818617,0.17479932132290135,0.8324503999992885,50.171838237682145,0.0,0.0,8.275986928342522,7.8870996769630475,1.3477706276386505
285,A15F14,3.0,das,False,True,geometry_informed,56.2,84.30000000000001,1,23.422431020118626,79.64992336784336,-37.5,-22.5,15.0,382,0.3567444689867125,0.060704426361925745,0.8131499999999505,118.93758634450836,0.0,0.0,10.343216398887208,9.813078550276785,3.8340372775361145
280,A16F14,3.0,das,False,True,geometry_informed,57.0,85.5,1,-10.207520929977553,-67.75877675000926,7.5,15.0,10.0,556,0.38336911174670507,0.27432352910768465,0.7969640999999683,84.6319763838909,0.0,0.0,8.27880454207739,7.8347786550718475,2.076831001933608
50,A3F13,2.0,das,False,True,geometry_informed,56.9,85.35,1,-61.366224986591625,-56.547259445151596,-22.5,37.5,5.0,369,0.1399888526958862,0.03374011263252643,0.6869195999988733,101.76183200911831,0.0,0.0,4.0128578903155345,3.9313266275257623,0.559029246604587
405,A1F3,,das,False,True,geometry_informed,22.9,34.349999999999994,1,-27.804615444607645,26.027669885524414,17.5,7.5,10.0,81,0.5770272220879211,0.13841372869356894,0.6937674000000698,48.94673361901435,0.0,0.0,6.212479912972499,5.989933903255492,3.165305475913369
470,A2F14,4.0,das,False,True,geometry_informed,48.5,72.75,1,51.98017393047952,-70.778440001664,-22.5,-22.5,5.0,240,0.3205366082948455,0.10774912553735955,0.6802170999999362,88.75868451993163,0.0,0.0,9.594816650979627,9.220292585355876,4.450664788794118
337,A16F3,2.0,das,False,True,geometry_informed,57.0,85.5,1,-79.37538191652853,62.18686599735679,22.5,22.5,10.0,516,0.30419624868687056,0.15576722817829153,0.6318804000002274,109.3327067868106,0.0,0.0,14.069203585778487,12.52278806402581,10.301143210139847
410,A1F3,,das,False,True,geometry_informed,22.9,34.349999999999994,1,-31.037481735904368,21.237557480278582,-20.0,-10.0,10.0,96,0.2945243112740431,0.19943083389490388,0.6742468000011286,33.130212803483936,0.0,0.0,5.659267309204601,5.436966940543044,2.7668324421486017
279,A16F14,3.0,das,False,True,geometry_informed,57.0,85.5,1,-18.15643756888693,-78.40453781392524,10.0,15.0,15.0,292,0.5326433763090257,0.3089445713183068,0.694444000000658,97.55610006967078,0.0,0.0,12.394516653897373,11.74455712157737,7.393345130337357
466,A11F14,4.0,das,False,True,geometry_informed,33.1,49.650000000000006,1,6.2504006297495565,32.670987731126445,7.5,-15.0,5.0,538,0.47741737098546955,0.5626753934861628,0.6125492999999551,47.68736278981401,0.0,0.0,12.09688835747701,9.539367184877094,7.696355478345261
396,A2F5,4.0,das,False,True,geometry_informed,48.5,72.75,1,-70.04307471511373,-50.661918787166435,22.5,-22.5,5.0,274,0.28456078911854654,0.13138615162437176,0.6515583000000333,96.73321222569878,0.0,0.0,11.168754259631628,10.5494237057361,5.161131514577421
252,A3F2,1.0,das,False,True,geometry_informed,56.9,85.35,1,-80.18244509515837,54.853002984843535,37.5,37.5,5.0,408,0.34446917566907703,0.08731597737421877,0.6348918000003323,118.95496877460376,0.0,0.0,10.474874484977397,9.905611272539291,5.05766426465719
273,A16F14,3.0,das,False,True,geometry_informed,57.0,85.5,1,36.10396686588793,-79.80874510059249,7.5,-52.5,10.0,302,0.4685239414242556,0.24110936474227787,0.7206073999986984,39.54686434388886,0.0,0.0,9.945139797703904,9.568514368292805,2.415083699750995
267,A14F14,4.0,das,False,True,geometry_informed,45.4,68.1,1,-15.545821861355506,57.698724474546374,7.5,15.0,5.0,386,0.4399654473598767,0.11296314888723659,0.6192559000010078,48.521036438008586,0.0,0.0,10.116588434688325,9.368663025865034,4.626575712538833
200,A3F1,,das,False,True,geometry_informed,56.9,85.35,1,57.32350698016874,63.04998554520624,7.5,22.5,10.0,387,0.14681757721763677,0.09417325620101646,0.7089969999997265,64.23926506054812,0.0,0.0,4.817008936443968,4.703085977213815,1.000839999510175
82,A14F12,3.0,das,False,True,geometry_informed,45.4,68.1,1,12.20470425437332,53.25264369618969,0.0,25.0,15.0,507,0.4817504651402722,0.3530887571203922,0.619677499998943,30.776073202417578,0.09584086799276673,0.17491749174917492,11.151590082299698,9.94440065313324,6.015641261015857
501,A14F2,2.0,das,False,True,geometry_informed,45.4,68.1,1,-60.24893702228607,-43.928303014808854,-22.5,-10.0,15.0,441,0.5123677367725957,0.14852487304875273,0.6737117000011494,50.75541342337,0.0,0.0,9.481528113715807,8.754055701803933,4.328289775733025
464,A11F14,4.0,das,False,True,geometry_informed,33.1,49.650000000000006,1,6.465798447744252,32.176140093514576,15.0,10.0,10.0,598,0.5218534463463045,0.8257670322052298,0.6259807999995246,23.76160317785206,0.11327649208282582,0.20350109409190373,14.706165016175445,10.434737674016326,14.2802893855729
