scan_idx,phant_id,birads,beamformer,use_bent_ray,use_cf,delay_model,breast_radius_mm,grid_radius_mm,tvsvd_removed,peak_x_mm,peak_y_mm,gt_x_mm,gt_y_mm,gt_r_mm,blob_area_px,blob_compactness,cf_at_peak,runtime_sec,localization_error_mm,iou,dice,scr_db,smr_db,cnr
299,A11F3,2.0,das,False,False,two_medium,33.1,49.650000000000006,1,10.268328633995797,10.673058106267769,7.5,-37.5,15.0,717,0.1811837706468163,,59.644382499998756,48.25253538142479,0.0,0.0,2.5019450273191812,2.270412250624789,1.4725368700534307
68,A2F11,2.0,das,False,False,two_medium,48.5,72.75,1,37.7562911199233,-30.045566143360293,0.0,-7.5,15.0,874,0.36696875662233674,,65.40911319999941,43.97544851228959,0.0,0.0,3.101645362674237,2.922278274055279,2.06384726474849
285,A15F14,3.0,das,False,False,two_medium,56.2,84.30000000000001,1,52.51576576079087,57.97145032263616,-37.5,-22.5,15.0,673,0.12510602697431544,,64.59260010000071,120.74142786355506,0.0,0.0,3.0356844857775873,2.934550487420202,1.2709209155310808
125,A14F1,1.0,das,False,False,two_medium,45.4,68.1,1,35.349686494774474,-31.608244615961752,22.5,7.5,15.0,1146,0.6072297488638729,,61.07525810000152,41.16514593628803,0.0,0.0,4.8573686998465435,4.349821499303957,3.403751066160061
29,A14F4,2.0,das,False,False,two_medium,45.4,68.1,1,7.489911375168155,-15.860810993247018,-22.5,-7.5,5.0,1588,0.20899861266222983,,25.884822899999563,31.133550146991595,0.048427672955974846,0.09238152369526095,4.31569615077959,3.7395573851076818,2.7466787738322243
